학년,학기,이수구분,과목명,키워드,URL
3,2,전공선택,뉴스큐레이션,"뉴스편집, 알고리즘, 데이터",https://www.sejong.ac.kr/kor/college/media-communication.do
3,2,전공선택,미디어산업과정책,"미디어산업, 규제, 미디어법",https://www.sejong.ac.kr/kor/college/media-communication.do
3,2,전공선택,SNS전략커뮤니케이션,"SNS전략, 캠페인, 소셜데이터",https://www.sejong.ac.kr/kor/college/media-communication.do
3,2,전공선택,PR캠페인기획,"PR캠페인, 홍보실무, 기획",https://www.sejong.ac.kr/kor/college/media-communication.do
3,2,전공선택,메타버스와인터랙티브미디어,"메타버스, 인터랙티브, 가상현실",https://www.sejong.ac.kr/kor/college/media-communication.do
3,2,전공선택,미디어커뮤니케이션세미나2,"세미나, 심화학습",https://www.sejong.ac.kr/kor/college/media-communication.do
4,1,전공선택,졸업연구및진로1,"졸업논문, 연구설계, 진로",https://www.sejong.ac.kr/kor/college/media-communication.do
4,1,전공선택,IMC와소비자,"소비자행동, 마케팅전략",https://www.sejong.ac.kr/kor/college/media-communication.do
4,1,전공선택,미디어법제,"언론법, 저작권, 윤리",https://www.sejong.ac.kr/kor/college/media-communication.do
4,1,전공선택,1인미디어종합설계,"유튜브, 1인미디어, 캡스톤",https://www.sejong.ac.kr/kor/college/media-communication.do
4,1,전공선택,미디어빅데이터활용,"빅데이터분석, 데이터마이닝",https://www.sejong.ac.kr/kor/college/media-communication.do
4,1,전공선택,콘텐츠라이팅,"스토리텔링, 라이팅, 작법",https://www.sejong.ac.kr/kor/college/media-communication.do
4,1,전공선택,미디어과학,"과학커뮤니케이션, 이슈분석",https://www.sejong.ac.kr/kor/college/media-communication.do
4,1,전공선택,미디어커뮤니케이션세미나3,"세미나, 실무연구",https://www.sejong.ac.kr/kor/college/media-communication.do
4,2,전공선택,졸업연구및진로2,"최종졸업연구, 포트폴리오",https://www.sejong.ac.kr/kor/college/media-communication.do
4,2,전공선택,매체비평론,"미디어비평, 비판적사고",https://www.sejong.ac.kr/kor/college/media-communication.do
4,2,전공선택,브랜디드콘텐츠종합설계,"브랜드콘텐츠, 광고제작, 캡스톤",https://www.sejong.ac.kr/kor/college/media-communication.do
4,2,전공선택,프리젠테이션실습,"PT, 스피치, 설득",https://www.sejong.ac.kr/kor/college/media-communication.do
4,2,전공선택,헬스커뮤니케이션,"건강정보, 헬스마케팅",https://www.sejong.ac.kr/kor/college/media-communication.do
4,2,전공선택,미디어스타트업,"창업, 미디어비즈니스",https://www.sejong.ac.kr/kor/college/media-communication.do
4,2,전공선택,미디어커뮤니케이션전공인턴십,"인턴십, 실무실습, 현장",https://www.sejong.ac.kr/kor/college/media-communication.do
