학년,학기,이수구분,과목명,키워드,URL
3,2,전공선택,글로벌퀴진인더키친,"글로벌요리, 조리실습",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
3,2,전공선택,호텔외식조리경영실무6,"전문화, 경영실무",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,1,전공필수,호텔외식원가관리,"원가관리, 회계, 수익성",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,1,전공선택,축제속의술문화,"축제, 주류, 문화",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,1,전공선택,문화엔터테인먼트관광,"문화, 관광, 엔터테인먼트",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,1,전공선택,카페베이커리실습,"카페, 베이커리, 실무",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,1,전공선택,음식과평론,"평론, 비평, 미식",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,1,전공선택,호텔외식조리경영실무7,"실무, 프로젝트",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,2,전공선택,페스티벌이벤트경영,"이벤트, 축제, 기획",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,2,전공선택,외식사업개발및컨설팅,"컨설팅, 사업개발, 분석",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,2,전공선택,HMR 상품기획,"HMR, 간편식, 기획",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,2,전공선택,주류학,"와인, 칵테일, 소믈리에",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,2,전공선택,글로벌조리캡스톤디자인,"캡스톤, 디자인, 졸업작품",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
4,2,전공선택,호텔외식조리경영실무8,"최종관리, 경영실무",https://www.sejong.ac.kr/kor/college/global-culinary-art-pastry.do
