학년,학기,이수구분,과목명,키워드,URL
4,1,전공선택,호텔외식관리회계,"관리회계, 예산관리",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,1,전공선택,호텔외식마케팅조사론,"시장조사, 통계분석",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,1,전공선택,호텔외식경영정보시스템,"정보시스템, PMS, IT",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,1,전공선택,음식평론,"평론, 비평, 미식",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,1,전공선택,축제속의술문화,"축제, 술, 문화",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,1,전공선택,호텔경영전략,"전략수립, 경쟁분석",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,1,전공선택,문화와엔터테인먼트관광,"문화, 엔터테인먼트, 관광",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,1,전공선택,호텔외식조리경영실무7,"호텔, 외식, 조리",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,2,전공선택,호텔외식창업프로젝트,"창업, 프로젝트, 사업",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,2,전공선택,프랜차이즈기업사례연구,"프랜차이즈, 케이스스터디",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,2,전공선택,호텔외식재무관리,"재무관리, 자금운용",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,2,전공선택,외식상품개발론,"신메뉴개발, 기획",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,2,전공선택,고객관계관리,"CRM, 로열티",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,2,전공선택,페스티벌이벤트경영,"축제, 이벤트, 기획",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
4,2,전공선택,호텔외식경영실무8,"호텔, 외식, 실무",https://www.sejong.ac.kr/kor/college/hotel-restaurant-business.do
