학년,학기,이수구분,과목명,키워드,URL
3,1,전공선택,중국정치사회론,"정치체제, 사회구조",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,1,전공선택,중국경제론,"중국경제, 산업구조, 시장",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,1,전공선택,한중문화비교론,"비교문화, 한국, 중국",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,1,전공선택,동아시아문화비교론,"동아시아, 문화교류, 비교",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,2,전공필수,중국어능력시험,"HSK, 자격증, 시험대비",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,2,전공필수,중국문학과문화,"중국문학, 고전, 현대문학",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,2,전공필수,중국어회화2,"회화실습, 고급표현",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,2,전공선택,영상중국어,"영화, 드라마, 미디어번역",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,2,전공선택,중국무역실무,"무역실무, 수출입, 통관",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,2,전공선택,중국시장마케팅론,"마케팅, 중국시장, 분석",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,2,전공선택,무역실무와e트레이드,"이커머스, 전자무역",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
3,2,전공선택,아시아태평양시장마케팅론,"아태지역, 국제마케팅",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,1,전공선택,졸업연구및진로1,"졸업논문, 진로설계, 취업",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,1,전공선택,실용중국어작문,"중국어작문, 서신작성",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,1,전공선택,중국경제신문독해,"신문독해, 경제시사, 용어",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,1,전공선택,중국어번역연습,"중한번역, 번역실습",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,1,전공선택,중국시장조사실습,"시장조사, 데이터분석, 실습",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,1,전공선택,중국기업경영론,"중국기업, 경영전략, 사례",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,2,전공선택,졸업연구및진로2,"졸업연구, 최종논문",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,2,전공선택,통상중국어회화,"비즈니스회화, 통상용어",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,2,전공선택,시사중국어,"시사토론, 뉴스독해",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,2,전공선택,중국산업과금융,"금융시장, 산업정책, 경제",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,2,전공선택,한중관계론,"외교, 한중관계, 국제정치",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
4,2,전공선택,중국과세계,"국제관계, 글로벌이슈",https://www.sejong.ac.kr/kor/college/chinese-trade-and-commerce-major.do
