학년,학기,이수구분,과목명,키워드,URL
3,1,전공선택,멀티미디어 영어교육론,"에듀테크, 멀티미디어, 영어교육",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,1,전공선택,영어의 기원과 발달,"영어사, 고대영어",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,1,전공선택,문학과 문화,"문화비평, 문학이론",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공필수,언어구조의 이해,"통사론, 언어구조",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공필수,영어 멀티리터러시,"리터러시, 다중문해력, 매체독해",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공선택,교과교재 연구 및 지도법,"교직, 수업설계, 교재연구",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공선택,영어 논리 및 논술,"영어논술, 논리적사고, 교직",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공선택,영어표현과 의사소통,"의사소통, 영어표현, 담화",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공선택,미국사회와 문학,"미국사회, 미국문화, 문학",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공선택,창의적 영어 읽기,"창의적읽기, 독서교육",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공선택,영미여성문학,"여성문학, 젠더, 영미작가",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공선택,문학번역,"문학번역실습, 예술번역",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
3,2,전공선택,심리언어학,"언어심리, 언어습득",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,1,전공선택,졸업연구 및 진로1,"졸업연구, 진로설계, 포트폴리오",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,1,전공선택,인공지능과 언어학,"AI융합, 자연어처리, 언어공학",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,1,전공선택,언어과학,"언어학심화, 과학적분석",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,1,전공선택,영미시 산책,"영미시, 시감상, 문학해설",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,1,전공선택,시사경영영어,"비즈니스시사, 경영영어",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,2,전공선택,졸업연구 및 진로2,"졸업논문, 취업준비",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,2,전공선택,미래융합: 캡스톤 디자인,"캡스톤디자인, 프로젝트, 실무융합",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,2,전공선택,영미명작의 세계,"영미고전, 명작선독",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,2,전공선택,문학과 언어,"문체론, 언어학적비평",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
4,2,전공선택,협상과 영어,"협상영어, 커뮤니케이션전략",https://www.sejong.ac.kr/kor/college/english-language-and-literature.do
