학년,학기,이수구분,과목명,키워드,URL
3,1,전공필수,일본어학개론,"일본어학, 언어학",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공필수,일본의무대예술,"무대예술, 가부키, 연극",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공선택,일본어표현과문형,"표현연구, 문형",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공선택,일본서작성,"비즈니스문서, 서신작성",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공선택,일본문학강독1,"일문학독해, 고전문학",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공선택,일본의고전문학,"고전문학, 만엽집, 겐지이야기",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공선택,일본현대사,"현대일본사, 정치",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공선택,한일문화의교류현장,"한일관계, 문화교류",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공선택,일본어교과교육론,"일어교육, 교직, 교수법",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,1,전공선택,일본경제세미나,"일본경제, 세미나, 분석",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공필수,일본문학역사,"일문학사, 시대별흐름",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공필수,일본지역연구,"지역연구, 지리, 경제",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공선택,미디어일본어,"뉴스일본어, 미디어분석",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공선택,글로벌커뮤니케이션,"국제소통, 커뮤니케이션",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공선택,일본문학강독2,"일문학독해, 근현대문학",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공선택,일본문학개론,"일문학, 비평론",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공선택,일본문화콘텐츠,"콘텐츠, 애니메이션, 영화",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공선택,일본어교과교재연구및지도법,"교직, 교재개발, 수업설계",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공선택,일본어논리및논술,"일어논술, 논리적사고, 교직",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
3,2,전공선택,한일경제관계론,"한일경제, 무역, 경제관계",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,1,전공선택,졸업연구및진로1,"졸업논문, 진로설계",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,1,전공필수,현대일본과국제사회,"국제관계, 외교, 일본정치",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,1,전공선택,동아시아역사회론,"동아시아사, 역사비평",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,1,전공선택,일본언어문화론,"언어문화, 담화분석",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,1,전공선택,일통번역의이론과실제,"통번역기초, 실무번역",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,1,전공선택,일본의명작읽기,"일본고전, 명작선독",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,1,전공선택,일본사상사,"일본철학, 사상적흐름",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,1,전공선택,동아시아국제관계론,"동아시아외교, 국제정치",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,2,전공선택,졸업연구및진로2,"졸업논문, 취업준비",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,2,전공필수,한일비교문화론,"비교문화, 한일비교",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,2,전공필수,일본어능력시험,"JLPT, 자격증, 시험대비",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,2,전공선택,일본어교육론,"일어교육, 언어교수법",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,2,전공선택,비즈니스일본어,"비즈니스회화, 실무일어",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,2,전공선택,일본문학강독3,"일문학독해, 심화",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,2,전공선택,일본의근대문학,"근대문학, 나쓰메소세키",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
4,2,전공선택,한일교류세미나,"문화교류, 세미나",https://www.sejong.ac.kr/kor/college/japanese-language-and-literature-major.do
