학년,학기,이수구분,과목명,선수과목,비고,키워드,URL
2,1,전공선택,MATLAB프로그래밍,,,"수치 해석, 행렬 연산, 시뮬레이션",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,1,전공선택,AI로봇프로그래밍,,,"자율 주행, 센서 제어, 로봇 운영체제(ROS)",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,1,전공선택,동역학,,,"가속도, 힘과 운동, 뉴턴의 법칙",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,1,전공선택,메카트로닉스,,,"기계+전자, 센서, 액추에이터, 하드웨어 제어",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,2,전공선택,알고리즘및실습,자료구조및실습(권장),,"정렬, 탐색, 복잡도 분석, 문제 최적화",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,2,전공선택,웹프로그래밍,,,"HTML, CSS, JS, 프런트엔드 및 백엔드",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,2,전공선택,동적시스템모델링,동역학(권장),,"시스템 모델링, 라플라스 변환, 피드백 제어",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,2,전공선택,메커니즘설계,,,"기구학, 링크 장치, 기계 요소 설계",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,2,전공선택,신호및시스템,,,"푸리에 변환, 주파수 분석, 필터링",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,2,전공선택,디지털시스템,,,"논리 회로, 플립플롭, 디지털 논리 설계",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
2,2,전공선택,메카트로닉스실험,,,"기계+전자, 센서, 액추에이터, 하드웨어 제어",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공필수,기계학습,"자료구조및실습(필수), 선형대수(권장), 일반물리학1(권장)",공학인증필수,"데이터 분석, 딥러닝, 분류, 회귀",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,시스템프로그래밍,,,"운영체제, 리눅스, 저수준 프로그래밍",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,자동제어,동적시스템모델링(권장),,"피드백 제어, 전달함수, 시스템 안정성",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,구동시스템,,,"모터 제어, 전력 전자, 액추에이터",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,수치해석,,,"근사 해법, 수치적 최적화, 선형 대수",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,영상처리,신호및시스템(권장),,"필터링, 이미지 분석, 패턴 인식",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,컴퓨터구조및운영체제,,,"CPU 구조, 메모리 계층, 명령어 집합",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,컴퓨터네트워크,,,"TCP, IP, 라우팅, 통신 프로토콜",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,통신시스템,,,"변조, 복조, 전송 이론, 통신 대역폭",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,1,전공선택,디지털신호처리,,,"디지털 필터, FFT, 이산 신호 분석",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공선택,AI로봇산학세미나,,,"기업 협업, 로봇 프로젝트, 실무 응용",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공필수,인공지능,기계학습(필수),공학인증필수,"지능형 에이전트, 신경망, 탐색 알고리즘",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공선택,로보틱스,"자동제어(권장), 구동시스템(권장)",,"로봇 기구학, 동역학, 경로 계획",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공선택,센서및계측시스템,,,"물리량 측정, 데이터 수집, 센서 특성",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공선택,자율이동체개론,,,"SLAM, 자율 주행, 센서 융합",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공선택,AI로봇비전시스템,영상처리(권장),,"객체 탐지, 세그멘테이션, 로봇 시각",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공선택,임베디드시스템,,,"MCU, RTOS, 임베디드 펌웨어",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공선택,사물인터넷,,,"무선 연결, 스마트 센서, 사물 간 통신",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
3,2,전공선택,디지털통신,,,"디지털 변조, 채널 부호화, 전송 효율",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공필수,Capstone디자인,창의SW기초설계(필수),"공학인증필수, 요소설계","창의적 종합 설계, 시제품 제작, SW 개발",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,AI로봇특강,,,최신 로봇 기술 트렌드,https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,졸업연구및진로1,,,연구 주제 선정 및 논문 계획 수립,https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,딥러닝시스템,,,"인공 신경망, CNN, RNN, 하드웨어 가속",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,AI로봇시스템제어,,,"로봇 제어 알고리즘, 실시간 제어 구현",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,AI로봇자율이동,,,"내비게이션, SLAM 기초, 경로 계획",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,AI로봇시뮬레이션,,,"가상 환경 테스트, 물리 엔진, 시뮬레이터",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,AI모빌리티실습,,,"자율 주행 실습, 센서 인터페이스",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,AI융합프로젝트1,,,"팀 프로젝트, 시스템 통합, 문제 해결",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,1,전공선택,AI사물인터넷실습,임베디드시스템(권장),,"IoT 아키텍처, 엣지 컴퓨팅, 네트워크 연동",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공필수,Capstone디자인,,"공학인증필수, 요소설계","최종 설계 프로젝트, 결과물 발표",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공선택,AI모빌리티특강,,,"모빌리티 기술 동향, 미래 교통 시스템",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공선택,졸업연구및진로2,,,,https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공선택,강화학습,,,"MDP, Q-Learning, 보상 최적화",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공선택,AI로봇학습,,,"로봇 학습 알고리즘, 데이터셋 구축, 모방 학습",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공선택,협동로봇실습,,,"코봇 제어, 안전 규정, 산업용 로봇 응용",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공선택,이동로봇실습,,,"AGV, AMR 제어, 주행 테스트, 지도 작성",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공선택,웨어러블로봇실습,,,"신체 보조 기구, 생체 신호, 인간-로봇 상호작용",https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
4,2,전공선택,AI융합프로젝트2,,,,https://www.sejong.ac.kr/kor/college/artificial-intelligence-and-robotics.do
