학년,학기,이수구분,과목명,선수과목,비고,키워드,URL
2,2,전공선택,프로덕트조형스튜디오,,,"제품 형태 연구, 조형 심미성, 스타일링 스튜디오",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
2,2,전공선택,인터랙티브디자인,,,"사용자 상호작용, 인터페이스(UI) 설계, 프로토타이핑",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,1,전공필수,스마트UX&UI디자인1,,,"사용자 경험 설계, 와이어프레임, 모바일 인터페이스 기초",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,1,전공선택,그래픽디자인1,,,"비주얼 커뮤니케이션, 레이아웃, 브랜드 아이덴티티",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,1,전공선택,3D그래픽어플리케이션,,,"3D 모델링 및 렌더링 응용, 텍스처링, 디지털 입체 구현",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,1,전공선택,스마트프로덕트디자인1,,,"IoT 연동 제품 설계, 하드웨어 UX, 스마트 기기 조형",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,1,전공선택,프로덕트&모빌리티디자인1,,,"미래 모빌리티 컨셉, 운송 기기 인체공학, 차량 디자인 기초",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,1,전공선택,인포그래픽,,,"데이터 시각화, 정보 위계 설정, 복잡한 정보의 단순화",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,2,전공필수,스마트UX&UI디자인2,,,"고급 UX 시나리오, 프로토타이핑 고도화, 사용성 테스트",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,2,전공선택,그래픽디자인2,,,"그래픽 실험, 고급 타이포그래피, 시각 매체 통합 디자인",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,2,전공선택,디지털미디어디자인,,,"뉴미디어 인터랙션, 웹, 앱 통합 설계, 디지털 콘텐츠 제작",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,2,전공선택,스마트프로덕트디자인2,,,"제품 서비스 시스템 설계, 인터랙티브 제품 시제품 제작",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,2,전공선택,프로덕트&모빌리티디자인2,,,"모빌리티 시스템 고도화, 차세대 운송 수단 디자인 실무",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
3,2,전공선택,AI디자인방법론,,,"AI 툴 활용 디자인 프로세스, 프롬프트 엔지니어링, 알고리즘 디자인",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,1,전공필수,"졸업작품(P, NP)",,,"최종 포트폴리오 기획, 졸업 과제 수행, 성과물 검토",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,1,전공선택,아이덴티티디자인1,,,"브랜드 로고 디자인, CI, BI 전략, 기업 이미지 통합",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,1,전공선택,디지털미디어프로젝트1,,,"디지털 매체 프로젝트 기획, 팀 기반 미디어 설계 실습",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,1,전공선택,제품시스템디자인1,,,"제품-서비스 통합 시스템, 모듈러 디자인, 비즈니스 모델 연계",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,1,전공선택,제품및운송기기디자인3,,,"전문 운송 기기 설계, 고급 스타일링, 내외장 디자인 심화",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,1,전공선택,제너레이티브디자인,,,"알고리즘 기반 형태 생성, 최적화 설계, 파라메트릭 디자인",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,2,전공필수,"졸업작품(P, NP)",,,"졸업 작품 최종 완성, 전시 기획, 성과 발표 및 평가",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,2,전공선택,아이덴티티디자인2,,,"브랜드 확장 전략, 가이드라인 수립, 토탈 브랜딩 실무",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,2,전공선택,디지털미디어프로젝트2,,,"미디어 프로젝트 고도화, 실감형 콘텐츠 구현, 시스템 최적화",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,2,전공선택,제품시스템디자인2,,,"시스템 복잡도 관리, 사용자 중심 제품 체계 설계",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,2,전공선택,제품및운송기기디자인4,,,"미래형 교통수단 최종 설계, 실물 모형 제작, 운송 디자인 완성",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
4,2,전공선택,AI활용UX디자인,,,"AI 기반 사용자 분석, 개인화 UX 전략, 생성형 AI 디자인 응용",https://www.sejong.ac.kr/kor/college/innovation-design-major.do
