학년,학기,이수구분,과목명,키워드,URL
3,2,전공선택,게임이론,"전략적상호작용, 균형이론",https://www.sejong.ac.kr/kor/college/economics.do
3,2,전공선택,산업조직론,"시장구조, 독과점, 경쟁정책",https://www.sejong.ac.kr/kor/college/economics.do
3,2,전공선택,응용계량경제학,"계량분석심화, 실증분석",https://www.sejong.ac.kr/kor/college/economics.do
3,2,전공선택,파생금융상품론,"선물, 옵션, 리스크관리",https://www.sejong.ac.kr/kor/college/economics.do
3,2,전공선택,일반사회교과교재연구및지도법,"교직, 수업설계",https://www.sejong.ac.kr/kor/college/economics.do
3,2,전공선택,일반사회논리및논술,"교직논술, 논리적사고",https://www.sejong.ac.kr/kor/college/economics.do
4,1,전공선택,졸업연구및진로1,"졸업논문, 진로지도",https://www.sejong.ac.kr/kor/college/economics.do
4,1,전공선택,경제사상과현대사회,"경제철학, 현대사회이슈",https://www.sejong.ac.kr/kor/college/economics.do
4,1,전공선택,노동경제학,"임금, 고용, 노동시장분석",https://www.sejong.ac.kr/kor/college/economics.do
4,1,전공선택,문화경제학,"문화산업, 예술경제",https://www.sejong.ac.kr/kor/college/economics.do
4,1,전공선택,금융경제범죄론,"금융범죄, 경제윤리",https://www.sejong.ac.kr/kor/college/economics.do
4,1,전공선택,경제학세미나1,"경제연구, 주제토론",https://www.sejong.ac.kr/kor/college/economics.do
4,1,전공선택,인구와경제,"저출산고령화, 인구구조",https://www.sejong.ac.kr/kor/college/economics.do
4,1,전공선택,자산관리경제학,"개인금융, 포트폴리오",https://www.sejong.ac.kr/kor/college/economics.do
4,2,전공선택,졸업연구및진로2,"졸업연구, 최종논문",https://www.sejong.ac.kr/kor/college/economics.do
4,2,전공선택,안보경제론,"국방경제, 전략자산",https://www.sejong.ac.kr/kor/college/economics.do
4,2,전공선택,물류유통경제론,"공급망관리, 유통구조",https://www.sejong.ac.kr/kor/college/economics.do
4,2,전공선택,환경자원경제학,"환경보전, 지속가능발전",https://www.sejong.ac.kr/kor/college/economics.do
4,2,전공선택,기술혁신경제학,"R&D, 기술발전",https://www.sejong.ac.kr/kor/college/economics.do
4,2,전공선택,경제학세미나2,"심화연구, 세미나",https://www.sejong.ac.kr/kor/college/economics.do
4,2,전공선택,보건의료경제학,"의료시장, 건강보험",https://www.sejong.ac.kr/kor/college/economics.do
